result_id	results_section	figure_panel	manuscript_claim_short	reported_value	reported_n	statistical_unit	frozen_result_source	authority_file	authority_row_or_key	executable_receipt	source_script_or_function	public_reproduction_module	reproduction_level	status	notes
R5-2-BULK	R5	5b	Five-gene EMT-driving-gene prognostic signature:CGGA325/CGGA693 MES associations	0.3037455263482662;0.6979050558747034	CGGA325 and CGGA693; claim-specific n not stated in S5	patient	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-007 / Liu EMT-5;CGGA325_MES_rho;CGGA693_MES_rho	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-2-LOCALIZATION	R5	5c	Five-gene EMT-driving-gene prognostic signature:Malignant-dominant localization	malignant-dominant	7 single-cell studies	patient within study	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-007 / Liu EMT-5;single_cell_localization	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-2-SPATIAL	R5	5d	Five-gene EMT-driving-gene prognostic signature:Positive spatial niche effects	matrix-rich: 16/17 patients positive; myeloid-rich: 15/17 patients positive; vascular-rich: 15/17 patients positive	17 patients	patient	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-007 / Liu EMT-5;spatial_support	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-2-RECOVERY	R5	5f	Five-gene EMT-driving-gene prognostic signature:DS03 q100 blocked recovery	20/20	20 q100 realizations	positive realization; donor-blocked test	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-007 / Liu EMT-5;DS03_blocked_recovery_q100	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-2-REFERENCE	R5	5g	Five-gene EMT-driving-gene prognostic signature:DS03 q100 naive versus blocked recovery	0/20;20/20	20 q100 realizations	positive realization; donor-blocked test	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-007 / Liu EMT-5;DS03_naive_recovery_q100;DS03_blocked_recovery_q100	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-3-PROVENANCE	R5	5a	Four-gene EMT-related RiskScore:Unsigned membership differs from original weighted predictor	NO — coefficient signs and weights are discarded	1 published signature	signature representation	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-029 / Xiao EMT-4;mathematically_equivalent_to_original	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-3-BULK	R5	5b	Four-gene EMT-related RiskScore:CGGA325/CGGA693 MES associations	0.4702579291620388;0.702115903093353	CGGA325 and CGGA693; claim-specific n not stated in S5	patient	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-029 / Xiao EMT-4;CGGA325_MES_rho;CGGA693_MES_rho	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-3-LOCALIZATION	R5	5c	Four-gene EMT-related RiskScore:Malignant-dominant localization	malignant-dominant	7 single-cell studies	patient within study	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-029 / Xiao EMT-4;single_cell_localization	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-3-SPATIAL	R5	5d	Four-gene EMT-related RiskScore:Positive spatial niche effects	matrix-rich: 15/17 patients positive; myeloid-rich: 17/17 patients positive; vascular-rich: 15/17 patients positive	17 patients	patient	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-029 / Xiao EMT-4;spatial_support	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-3-RECOVERY	R5	5f	Four-gene EMT-related RiskScore:DS03 q100 blocked recovery	0/20	20 q100 realizations	positive realization; donor-blocked test	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-029 / Xiao EMT-4;DS03_blocked_recovery_q100	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-3-REFERENCE	R5	5g	Four-gene EMT-related RiskScore:DS03 q100 naive versus blocked recovery	0/20;0/20	20 q100 realizations	positive realization; donor-blocked test	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=B4-029 / Xiao EMT-4;DS03_naive_recovery_q100;DS03_blocked_recovery_q100	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-4-PROVENANCE	R5	5a	Fourteen-gene GBM prognostic signature / weighted gene (WG) score:Unsigned membership differs from original weighted predictor	NO — coefficient signs and weights are discarded	1 published signature	signature representation	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=FINAL-079 / Arimappamagan-14;mathematically_equivalent_to_original	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-4-BULK	R5	5b	Fourteen-gene GBM prognostic signature / weighted gene (WG) score:CGGA325/CGGA693 MES associations	-0.1206651857336789;0.4425200301046995	CGGA325 and CGGA693; claim-specific n not stated in S5	patient	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=FINAL-079 / Arimappamagan-14;CGGA325_MES_rho;CGGA693_MES_rho	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-4-LOCALIZATION	R5	5c	Fourteen-gene GBM prognostic signature / weighted gene (WG) score:Malignant-dominant localization	malignant-dominant	7 single-cell studies	patient within study	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=FINAL-079 / Arimappamagan-14;single_cell_localization	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-4-SPATIAL	R5	5d	Fourteen-gene GBM prognostic signature / weighted gene (WG) score:Positive spatial niche effects	matrix-rich: 16/17 patients positive; myeloid-rich: 17/17 patients positive; vascular-rich: 15/17 patients positive	17 patients	patient	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=FINAL-079 / Arimappamagan-14;spatial_support	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-4-RECOVERY	R5	5f	Fourteen-gene GBM prognostic signature / weighted gene (WG) score:DS03 q100 blocked recovery	0/20	20 q100 realizations	positive realization; donor-blocked test	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=FINAL-079 / Arimappamagan-14;DS03_blocked_recovery_q100	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-4-REFERENCE	R5	5g	Fourteen-gene GBM prognostic signature / weighted gene (WG) score:DS03 q100 naive versus blocked recovery	20/20;0/20	20 q100 realizations	positive realization; donor-blocked test	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/supplement_S5.tsv	identity=FINAL-079 / Arimappamagan-14;DS03_naive_recovery_q100;DS03_blocked_recovery_q100	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-EVALUABILITY	R5	5e	Complete coverage does not qualify Ivy malignant endpoint	unevaluable	3 representations	claim	RESULTS_DATA_FREEZE_20260916/R5/R5_EVALUABILITY.tsv	results_reference/protagonist_evaluability.tsv	Ivy;Malignant-cell-specific MES state	reproducibility/SCRIPT_CERTIFICATION.tsv:08;AGGREGATE_SOURCE_HASHES.tsv	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	 Original generating-code lineage remains untraced; no fabricated mapping. Certified only as extraction/summary of current frozen aggregate. No source-level generator or inferential null is invented.
R6-RESOURCE	R6	6a	Resource linked memberships	201;1729	201 representations	gene membership	GBM_ACT6_CURRENT_CLAUDE_EVIDENCE_HANDOFF_2026-09-11/resource/PRIMARY201_GENE_MEMBERSHIP_FROZEN.tsv	GBM_ACT6_CURRENT_CLAUDE_EVIDENCE_HANDOFF_2026-09-11/resource/PRIMARY201_GENE_MEMBERSHIP_FROZEN.tsv	all	reproducibility/SCRIPT_CERTIFICATION.tsv:01	UNTRACED	analysis/01_inspect_signatures.R	FROM_PREPARED_PUBLIC_INPUT	CERTIFIED	 Original generating-code lineage remains untraced; no fabricated mapping.
R6-RECORDS	R6	6b;6c;6d	Separate non-inheriting claim records	4 distinct B4-007 claims	4 claims	claim	Figure6_ACT6_FINAL/verified_B4_007_frozen_ledger_rows.tsv	results_reference/claim_records.tsv	four B4-007 contexts	reproducibility/SCRIPT_CERTIFICATION.tsv:08;AGGREGATE_SOURCE_HASHES.tsv	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Workflow panel 6c is schematic. Original generating-code lineage remains untraced; no fabricated mapping. Certified only as extraction/summary of current frozen aggregate. No source-level generator or inferential null is invented.
R6-CRC-DESIGN	R6	6f	Prospective frozen external design	11 genes;85 segments;9 patients	9 patient pairs	patient	GBM_ACT6_EVALUABLY_IMPLEMENTATION_V1/ACT6_POSTFREEZE_CRC04/CRC04_FINAL_EXECUTION_STATUS.json	results_reference/crc04_inference.tsv	single frozen case	reproducibility/SCRIPT_CERTIFICATION.tsv:06 --source-rds	UNTRACED	analysis/06_crc04_exact_inference.R	FROM_PREPARED_PUBLIC_INPUT	CERTIFIED_WITH_LIMITATION	From hash-pinned publicly downloadable processed WTA RDS;frozen measurement and exact inference reproduced. Historical exact-equality intermediate discrepancy retained;no renormalization.
R6-CRC-EXACT	R6	6f	Exact one-sided sign-flip inference	T=1.596;16/512;P=0.03125;Pmin=0.00195	9 patient pairs	patient	GBM_ACT6_EVALUABLY_IMPLEMENTATION_V1/ACT6_POSTFREEZE_CRC04/CRC04_FINAL_EXECUTION_STATUS.json	GBM_ACT6_EVALUABLY_IMPLEMENTATION_V1/ACT6_POSTFREEZE_CRC04/CRC04_FINAL_EXECUTION_STATUS.json	OBSERVED_TEST_STATISTIC;EXACT_P_VALUE;MIN_ATTAINABLE_P	reproducibility/SCRIPT_CERTIFICATION.tsv:06 --source-rds	execute_crc04_once.R	analysis/06_crc04_exact_inference.R	FROM_PREPARED_PUBLIC_INPUT	CERTIFIED_WITH_LIMITATION	From hash-pinned publicly downloadable processed WTA RDS;frozen measurement and exact inference reproduced. Historical exact-equality intermediate discrepancy retained;no renormalization.
R6-CRC-REPRO	R6	6f	Inferential quantities reproduced with intermediate floating-point discrepancies	4 intermediate vectors mismatch	85 segment scores	numerical object	GBM_ACT6_EVALUABLY_IMPLEMENTATION_V1/ACT6_POSTFREEZE_CRC04/CRC04_FRESH_SESSION_REPRODUCTION.json	results_reference/crc04_reproduction_summary.tsv	four failed intermediate comparisons	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Do not relabel historical exact-binary-equality failure as PASS. Original generating-code lineage remains untraced; no fabricated mapping. Recalculated from safe frozen aggregates;not original source-level fitting.
R5-2-MEDIAN-P	R5	5f	Five-gene EMT-driving-gene prognostic signature:DS03 q100 median blocked P	.003	20 q100 realizations	positive realization; donor-blocked test	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/reference_comparison.tsv	q=1;PF4C-B4-007;blocked_p_median	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-3-MEDIAN-P	R5	5f	Four-gene EMT-related RiskScore:DS03 q100 median blocked P	.107	20 q100 realizations	positive realization; donor-blocked test	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/reference_comparison.tsv	q=1;PF4C-B4-029;blocked_p_median	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
R5-4-MEDIAN-P	R5	5f	Fourteen-gene GBM prognostic signature / weighted gene (WG) score:DS03 q100 median blocked P	.240	20 q100 realizations	positive realization; donor-blocked test	publication_supplement_final/Supplementary_Table_S5.tsv	results_reference/reference_comparison.tsv	q=1;PF4C-FINAL-079;blocked_p_median	reproducibility/SCRIPT_CERTIFICATION.tsv:08	UNTRACED	analysis/08_aggregate_evidence.py	AGGREGATE_VALIDATION	CERTIFIED_WITH_LIMITATION	Frozen aggregate/provenance validation only;original predictor is not re-estimated or treated as equivalent. Original domain-level fitting is not regenerated.
